NFat,Data,CliID,Pais,QTD,Valor,Mes,Ano,Status
560400,2021-07-18 14:19:00,,United Kingdom,6.0,0.0,7,2021,Incompleto
552988,2021-05-12 15:17:00,14853.0,United Kingdom,34.0,214.5,5,2021,Completo
C546557,2021-03-15 09:44:00,,Hong Kong,145.0,2583.76,3,2021,Incompleto
570440,2021-10-10 14:31:00,,United Kingdom,145.0,0.0,10,2021,Incompleto
574036,2021-11-02 12:46:00,16607.0,United Kingdom,249.0,313.2,11,2021,Completo
C555837,2021-06-07 12:37:00,16092.0,United Kingdom,145.0,8.5,6,2021,Completo
544610,2021-02-22 10:09:00,16912.0,United Kingdom,140.0,350.1,2,2021,Completo
548161,2021-03-29 13:40:00,,United Kingdom,2.0,0.0,3,2021,Incompleto
551962,2021-05-05 12:40:00,17955.0,United Kingdom,15.0,123.75,5,2021,Completo
C539258,2020-12-16 14:30:00,16233.0,United Kingdom,145.0,21.9,12,2020,Completo
556055,2021-06-08 13:33:00,14477.0,United Kingdom,200.0,358.0,6,2021,Completo
550518,2021-04-19 08:55:00,16628.0,United Kingdom,162.0,360.65,4,2021,Completo
577018,2021-11-17 12:25:00,12971.0,United Kingdom,82.0,163.74,11,2021,Completo
563701,2021-08-18 13:55:00,,United Kingdom,20.0,0.0,8,2021,Incompleto
537844,2020-12-08 15:17:00,17999.0,United Kingdom,94.0,190.34,12,2020,Completo
561482,2021-07-27 13:39:00,,United Kingdom,145.0,0.0,7,2021,Incompleto
569540,2021-10-04 16:05:00,,United Kingdom,96.0,0.0,10,2021,Incompleto
572035,2021-10-20 12:03:00,14646.0,Netherlands,13392.0,20277.92,10,2021,Completo
562277,2021-08-04 10:24:00,17315.0,United Kingdom,461.0,190.35,8,2021,Completo
565146,2021-09-01 13:51:00,12415.0,Australia,144.0,208.8,9,2021,Completo
545583,2021-03-04 09:08:00,12553.0,France,125.0,317.25,3,2021,Completo
C555239,2021-06-01 13:00:00,15039.0,United Kingdom,145.0,3.95,6,2021,Completo
578837,2021-11-25 15:51:00,,United Kingdom,145.0,0.0,11,2021,Incompleto
554181,2021-05-23 12:09:00,13078.0,United Kingdom,165.0,486.7,5,2021,Completo
C556796,2021-06-14 14:40:00,16013.0,United Kingdom,145.0,67.2,6,2021,Completo
544802,2021-02-23 13:57:00,13149.0,United Kingdom,276.0,376.74,2,2021,Completo
545901,2021-03-07 17:52:00,15834.0,United Kingdom,408.0,1031.37,3,2021,Completo
545544,2021-03-03 14:56:00,14057.0,United Kingdom,459.0,294.33,3,2021,Completo
C572927,2021-10-27 09:25:00,14233.0,United Kingdom,145.0,15.21,10,2021,Completo
556733,2021-06-14 11:53:00,16919.0,United Kingdom,279.0,325.36,6,2021,Completo
575765,2021-11-11 11:02:00,17730.0,United Kingdom,211.0,325.01,11,2021,Completo
545652,2021-03-04 13:27:00,16414.0,United Kingdom,16.0,50.8,3,2021,Completo
564051,2021-08-22 13:32:00,14265.0,Unspecified,59.0,278.13,8,2021,Completo
550144,2021-04-14 14:14:00,16520.0,United Kingdom,139.0,297.16,4,2021,Completo
549349,2021-04-08 11:13:00,,United Kingdom,145.0,0.0,4,2021,Incompleto
550950,2021-04-21 16:14:00,,United Kingdom,84.0,0.0,4,2021,Incompleto
579138,2021-11-28 12:54:00,13590.0,United Kingdom,544.0,313.14,11,2021,Completo
C539944,2020-12-23 11:38:00,14560.0,United Kingdom,145.0,9.95,12,2020,Completo
557298,2021-06-19 13:55:00,17519.0,United Kingdom,146.0,200.5,6,2021,Completo
577038,2021-11-17 13:30:00,14796.0,United Kingdom,346.0,401.78,11,2021,Completo
545029,2021-02-25 15:27:00,14541.0,United Kingdom,20.0,69.0,2,2021,Completo
549966,2021-04-13 14:17:00,16224.0,United Kingdom,406.0,375.74,4,2021,Completo
550487,2021-04-18 14:21:00,18219.0,United Kingdom,122.0,200.32,4,2021,Completo
555530,2021-06-05 11:46:00,16923.0,United Kingdom,24.0,61.2,6,2021,Completo
559170,2021-07-06 17:31:00,16942.0,United Kingdom,86.0,179.35,7,2021,Completo
C562800,2021-08-09 14:34:00,16401.0,United Kingdom,145.0,5.1,8,2021,Completo
570036,2021-10-07 10:50:00,16358.0,United Kingdom,351.0,459.79,10,2021,Completo
561063,2021-07-24 14:12:00,12763.0,Japan,120.0,174.0,7,2021,Completo
544177,2021-02-16 14:27:00,13001.0,United Kingdom,945.0,1853.52,2,2021,Completo
544938,2021-02-25 10:10:00,,United Kingdom,118.0,186.95,2,2021,Incompleto
556042,2021-06-08 12:44:00,14367.0,United Kingdom,412.0,1037.37,6,2021,Completo
540674,2021-01-10 16:05:00,,United Kingdom,26.0,0.0,1,2021,Incompleto
569009,2021-09-29 19:30:00,15984.0,United Kingdom,146.0,243.2,9,2021,Completo
C555365,2021-06-02 14:24:00,15791.0,United Kingdom,145.0,8.25,6,2021,Completo
540185,2021-01-05 13:41:00,14653.0,United Kingdom,68.0,132.66,1,2021,Completo
540673,2021-01-10 16:04:00,,United Kingdom,144.0,0.0,1,2021,Incompleto
C578367,2021-11-24 11:00:00,14640.0,United Kingdom,145.0,66.28,11,2021,Completo
577175,2021-11-18 10:58:00,14849.0,United Kingdom,156.0,223.06,11,2021,Completo
556962,2021-06-16 09:40:00,,United Kingdom,12.0,0.0,6,2021,Incompleto
C574238,2021-11-03 12:39:00,13408.0,United Kingdom,145.0,63.13,11,2021,Completo
560451,2021-07-19 09:50:00,14911.0,EIRE,762.0,1527.0,7,2021,Completo
562778,2021-08-09 12:55:00,17591.0,United Kingdom,60.0,213.6,8,2021,Completo
C543475,2021-02-08 15:15:00,14415.0,United Kingdom,145.0,17.15,2,2021,Completo
540556,2021-01-10 09:58:00,,Israel,100.0,379.84,1,2021,Incompleto
567142,2021-09-16 14:55:00,14262.0,United Kingdom,262.0,524.3,9,2021,Completo
566067,2021-09-08 16:36:00,,United Kingdom,145.0,0.0,9,2021,Incompleto
574710,2021-11-06 14:17:00,15427.0,United Kingdom,253.0,506.51,11,2021,Completo
557089,2021-06-16 15:36:00,13576.0,United Kingdom,120.0,343.44,6,2021,Completo
C566012,2021-09-08 12:15:00,17243.0,United Kingdom,145.0,6.65,9,2021,Completo
538071,2020-12-09 14:09:00,,United Kingdom,1643.0,7268.65,12,2020,Incompleto
C562022,2021-08-01 15:39:00,17389.0,United Kingdom,145.0,7.5,8,2021,Completo
571255,2021-10-14 17:13:00,12454.0,Spain,1006.0,3528.34,10,2021,Completo
543836,2021-02-14 10:52:00,15236.0,United Kingdom,269.0,321.05,2,2021,Completo
547245,2021-03-22 08:49:00,14632.0,United Kingdom,96.0,114.56,3,2021,Completo
563733,2021-08-18 17:57:00,18225.0,United Kingdom,339.0,574.31,8,2021,Completo
558703,2021-07-01 12:47:00,13730.0,United Kingdom,239.0,306.75,7,2021,Completo
543428,2021-02-08 11:36:00,17787.0,United Kingdom,224.0,449.98,2,2021,Completo
549165,2021-04-06 17:20:00,,United Kingdom,145.0,0.0,4,2021,Incompleto
C555629,2021-06-06 12:04:00,14543.0,United Kingdom,145.0,15.0,6,2021,Completo
579747,2021-11-30 14:40:00,12528.0,Germany,151.0,371.6,11,2021,Completo
558073,2021-06-24 16:21:00,13004.0,United Kingdom,320.0,371.76,6,2021,Completo
565478,2021-09-05 11:18:00,15005.0,United Kingdom,138.0,195.42,9,2021,Completo
560434,2021-07-18 15:56:00,,United Kingdom,1193.0,2953.59,7,2021,Incompleto
C554686,2021-05-25 16:43:00,15729.0,United Kingdom,145.0,23.0,5,2021,Completo
553215,2021-05-16 09:50:00,13408.0,United Kingdom,34.0,205.88,5,2021,Completo
541588,2021-01-19 14:43:00,14307.0,United Kingdom,310.0,487.45,1,2021,Completo
551418,2021-04-28 13:50:00,17893.0,United Kingdom,161.0,112.25,4,2021,Completo
C542218,2021-01-26 12:36:00,14606.0,United Kingdom,145.0,4.15,1,2021,Completo
540695,2021-01-11 09:14:00,,United Kingdom,1.0,0.0,1,2021,Incompleto
574697,2021-11-06 13:42:00,16488.0,United Kingdom,109.0,144.23,11,2021,Completo
558183,2021-06-27 12:13:00,15996.0,United Kingdom,53.0,141.03,6,2021,Completo
551294,2021-04-27 14:43:00,13468.0,United Kingdom,94.0,154.66,4,2021,Completo
559943,2021-07-14 10:21:00,,United Kingdom,145.0,0.0,7,2021,Incompleto
554598,2021-05-25 11:12:00,13263.0,United Kingdom,139.0,260.04,5,2021,Completo
573123,2021-10-27 16:23:00,13654.0,United Kingdom,626.0,893.46,10,2021,Completo
C564217,2021-08-24 09:24:00,12994.0,United Kingdom,145.0,36.0,8,2021,Completo
545228,2021-03-01 09:47:00,16078.0,United Kingdom,16.0,79.2,3,2021,Completo
575742,2021-11-11 09:46:00,14309.0,United Kingdom,180.0,328.96,11,2021,Completo
C543841,2021-02-14 11:20:00,17095.0,United Kingdom,145.0,208.16,2,2021,Completo
557613,2021-06-21 13:12:00,,United Kingdom,80.0,0.0,6,2021,Incompleto
550786,2021-04-20 14:06:00,16672.0,United Kingdom,48.0,60.0,4,2021,Completo
556122,2021-06-09 10:12:00,,United Kingdom,145.0,0.0,6,2021,Incompleto
539437,2020-12-17 14:54:00,,United Kingdom,1310.0,5946.49,12,2020,Incompleto
C551017,2021-04-26 11:16:00,17975.0,United Kingdom,145.0,95.2,4,2021,Completo
574521,2021-11-04 13:44:00,15358.0,United Kingdom,198.0,379.7,11,2021,Completo
565388,2021-09-02 15:56:00,14415.0,United Kingdom,203.0,462.35,9,2021,Completo
568535,2021-09-27 14:00:00,15241.0,United Kingdom,46.0,66.66,9,2021,Completo
C548508,2021-03-31 14:51:00,14189.0,United Kingdom,145.0,2.25,3,2021,Completo
549351,2021-04-08 11:14:00,,United Kingdom,145.0,0.0,4,2021,Incompleto
576589,2021-11-15 14:29:00,17659.0,United Kingdom,367.0,437.79,11,2021,Completo
C553479,2021-05-17 11:50:00,13098.0,United Kingdom,145.0,11.25,5,2021,Completo
C564368,2021-08-25 09:29:00,16493.0,United Kingdom,145.0,17.16,8,2021,Completo
552514,2021-05-09 16:30:00,,United Kingdom,421.0,1777.7,5,2021,Incompleto
546847,2021-03-17 12:51:00,12989.0,United Kingdom,164.0,437.4,3,2021,Completo
543130,2021-02-03 15:17:00,16997.0,United Kingdom,40.0,78.0,2,2021,Completo
563573,2021-08-17 15:02:00,16734.0,United Kingdom,1.0,2.95,8,2021,Completo
553131,2021-05-13 12:44:00,16401.0,United Kingdom,172.0,212.4,5,2021,Completo
571836,2021-10-19 12:10:00,18019.0,United Kingdom,7.0,38.45,10,2021,Completo
538195,2020-12-10 10:52:00,15061.0,United Kingdom,50.0,337.5,12,2020,Completo
538117,2020-12-09 15:33:00,13327.0,United Kingdom,36.0,60.0,12,2020,Completo
C561229,2021-07-26 10:18:00,17096.0,United Kingdom,145.0,24.85,7,2021,Completo
573106,2021-10-27 15:05:00,12626.0,Germany,137.0,216.96,10,2021,Completo
549737,2021-04-12 09:03:00,13599.0,United Kingdom,80.0,158.8,4,2021,Completo
555326,2021-06-02 11:03:00,,United Kingdom,49.0,263.94,6,2021,Incompleto
537830,2020-12-08 14:46:00,13649.0,United Kingdom,67.0,197.8,12,2020,Completo
559471,2021-07-08 13:39:00,17512.0,United Kingdom,290.0,238.9,7,2021,Completo
565225,2021-09-01 19:34:00,16808.0,United Kingdom,80.0,121.92,9,2021,Completo
565398,2021-09-02 16:50:00,15856.0,United Kingdom,487.0,855.28,9,2021,Completo
552216,2021-05-06 15:12:00,,United Kingdom,145.0,0.0,5,2021,Incompleto
570656,2021-10-11 14:10:00,16120.0,United Kingdom,762.0,996.84,10,2021,Completo
542556,2021-01-28 14:50:00,,United Kingdom,145.0,0.0,1,2021,Incompleto
C556532,2021-06-13 11:53:00,13856.0,United Kingdom,145.0,6.35,6,2021,Completo
546771,2021-03-16 15:19:00,17515.0,United Kingdom,59.0,200.7,3,2021,Completo
577325,2021-11-18 14:07:00,13094.0,United Kingdom,144.0,152.64,11,2021,Completo
552028,2021-05-05 18:09:00,13969.0,United Kingdom,37.0,64.06,5,2021,Completo
580539,2021-12-05 08:39:00,18180.0,United Kingdom,267.0,310.73,12,2021,Completo
542006,2021-01-25 11:20:00,15218.0,United Kingdom,296.0,581.66,1,2021,Completo
C566957,2021-09-15 16:45:00,18172.0,United Kingdom,145.0,2.08,9,2021,Completo
562255,2021-08-03 15:02:00,16607.0,United Kingdom,36.0,14.04,8,2021,Completo
549813,2021-04-12 12:16:00,17972.0,United Kingdom,37.0,136.04,4,2021,Completo
552957,2021-05-12 12:36:00,17404.0,Sweden,2794.0,2557.88,5,2021,Completo
542736,2021-01-31 15:37:00,14744.0,United Kingdom,1.0,0.55,1,2021,Completo
C539467,2020-12-19 12:46:00,15044.0,United Kingdom,145.0,12.65,12,2020,Completo
571410,2021-10-17 12:32:00,17527.0,United Kingdom,49.0,151.15,10,2021,Completo
544190,2021-02-16 16:56:00,13089.0,United Kingdom,239.0,193.01,2,2021,Completo
579134,2021-11-28 12:38:00,13115.0,United Kingdom,330.0,499.56,11,2021,Completo
561809,2021-07-29 15:12:00,16684.0,United Kingdom,600.0,432.0,7,2021,Completo
C540057,2021-01-04 14:29:00,12483.0,Sweden,145.0,40.0,1,2021,Completo
540467,2021-01-07 13:39:00,18198.0,United Kingdom,222.0,300.54,1,2021,Completo
545401,2021-03-02 12:03:00,,United Kingdom,145.0,0.0,3,2021,Incompleto
550334,2021-04-17 14:09:00,17320.0,United Kingdom,256.0,459.18,4,2021,Completo
569330,2021-10-03 13:31:00,15311.0,United Kingdom,279.0,607.33,10,2021,Completo
542777,2021-02-01 08:31:00,14911.0,EIRE,463.0,797.77,2,2021,Completo
560024,2021-07-14 13:00:00,15005.0,United Kingdom,169.0,244.87,7,2021,Completo
C561590,2021-07-28 11:16:00,18268.0,United Kingdom,145.0,25.5,7,2021,Completo
570983,2021-10-13 11:57:00,14963.0,United Kingdom,268.0,314.15,10,2021,Completo
574273,2021-11-03 14:33:00,16322.0,United Kingdom,120.0,213.08,11,2021,Completo
577008,2021-11-17 12:02:00,16869.0,United Kingdom,134.0,133.02,11,2021,Completo
545713,2021-03-07 10:11:00,,United Kingdom,739.0,3197.95,3,2021,Incompleto
579545,2021-11-30 10:18:00,13098.0,United Kingdom,515.0,931.46,11,2021,Completo
559379,2021-07-08 10:42:00,,United Kingdom,145.0,0.0,7,2021,Incompleto
562775,2021-08-09 12:21:00,15078.0,United Kingdom,248.0,494.6,8,2021,Completo
556461,2021-06-12 10:15:00,13798.0,United Kingdom,558.0,830.54,6,2021,Completo
580434,2021-12-04 12:17:00,17114.0,United Kingdom,40.0,90.89,12,2021,Completo
575518,2021-11-10 10:53:00,,United Kingdom,22.0,0.0,11,2021,Incompleto
570830,2021-10-12 13:20:00,14852.0,United Kingdom,357.0,648.27,10,2021,Completo
544296,2021-02-17 12:47:00,14298.0,United Kingdom,196.0,55.44,2,2021,Completo
C539606,2020-12-20 14:09:00,16145.0,United Kingdom,145.0,11.6,12,2020,Completo
542059,2021-01-25 11:59:00,16757.0,United Kingdom,81.0,106.83,1,2021,Completo
C543662,2021-02-11 10:49:00,14441.0,United Kingdom,145.0,54.75,2,2021,Completo
556328,2021-06-10 11:23:00,,United Kingdom,47.0,0.0,6,2021,Incompleto
550766,2021-04-20 12:30:00,17463.0,United Kingdom,109.0,234.25,4,2021,Completo
544196,2021-02-17 09:47:00,13327.0,United Kingdom,102.0,202.9,2,2021,Completo
567912,2021-09-22 17:07:00,15555.0,United Kingdom,536.0,353.2,9,2021,Completo
573143,2021-10-27 17:56:00,13098.0,United Kingdom,810.0,951.48,10,2021,Completo
576620,2021-11-15 17:02:00,,United Kingdom,1.0,0.0,11,2021,Incompleto
555589,2021-06-06 09:36:00,12802.0,Netherlands,314.0,427.58,6,2021,Completo
561079,2021-07-24 16:12:00,13956.0,United Kingdom,250.0,386.6,7,2021,Completo
559605,2021-07-11 11:33:00,15045.0,United Kingdom,76.0,346.76,7,2021,Completo
538361,2020-12-10 16:36:00,17757.0,United Kingdom,59.0,158.0,12,2020,Completo
559797,2021-07-12 13:31:00,12720.0,Germany,252.0,267.04,7,2021,Completo
580054,2021-12-01 13:08:00,18122.0,United Kingdom,351.0,441.76,12,2021,Completo
560182,2021-07-15 11:48:00,12971.0,United Kingdom,203.0,254.35,7,2021,Completo
561231,2021-07-26 10:20:00,15855.0,United Kingdom,151.0,237.55,7,2021,Completo
546127,2021-03-09 14:57:00,17730.0,United Kingdom,158.0,411.18,3,2021,Completo
567702,2021-09-22 09:38:00,15810.0,United Kingdom,5.0,30.79,9,2021,Completo
556632,2021-06-13 15:09:00,16987.0,United Kingdom,17.0,114.15,6,2021,Completo
555419,2021-06-03 10:20:00,15498.0,United Kingdom,2.0,17.0,6,2021,Completo
C541674,2021-01-20 13:19:00,16892.0,United Kingdom,145.0,15.95,1,2021,Completo
578528,2021-11-24 14:24:00,,United Kingdom,145.0,0.0,11,2021,Incompleto
542215,2021-01-26 12:27:00,12472.0,Germany,485.0,825.36,1,2021,Completo
559421,2021-07-08 11:55:00,12648.0,Germany,160.0,318.05,7,2021,Completo
539933,2020-12-23 11:24:00,15235.0,United Kingdom,333.0,529.59,12,2020,Completo
552035,2021-05-05 18:48:00,,United Kingdom,2.0,17.5,5,2021,Incompleto
566574,2021-09-13 13:14:00,,United Kingdom,22.0,0.0,9,2021,Incompleto
558475,2021-06-29 15:58:00,,United Kingdom,4137.0,8705.89,6,2021,Incompleto
564047,2021-08-22 13:03:00,16952.0,United Kingdom,25.0,10.5,8,2021,Completo
577542,2021-11-20 14:33:00,13565.0,United Kingdom,94.0,130.04,11,2021,Completo
564710,2021-08-28 10:21:00,15625.0,United Kingdom,219.0,287.85,8,2021,Completo
C573306,2021-10-28 16:15:00,17837.0,United Kingdom,145.0,16.9,10,2021,Completo
566076,2021-09-09 09:13:00,12449.0,Belgium,372.0,1087.7,9,2021,Completo
571254,2021-10-14 17:07:00,,United Kingdom,145.0,0.0,10,2021,Incompleto
546387,2021-03-11 13:34:00,16766.0,United Kingdom,268.0,572.8,3,2021,Completo
549846,2021-04-12 14:30:00,,United Kingdom,145.0,0.0,4,2021,Incompleto
C544635,2021-02-22 11:04:00,18257.0,United Kingdom,145.0,15.0,2,2021,Completo
C550809,2021-04-20 15:58:00,14189.0,United Kingdom,145.0,3.75,4,2021,Completo
571037,2021-10-13 12:58:00,,United Kingdom,145.0,0.0,10,2021,Incompleto
536405,2020-12-01 11:32:00,14045.0,United Kingdom,128.0,326.4,12,2020,Completo
547938,2021-03-28 14:33:00,13901.0,United Kingdom,244.0,433.9,3,2021,Completo
544350,2021-02-18 10:07:00,17389.0,United Kingdom,12.0,96.9,2,2021,Completo
561675,2021-07-28 17:33:00,17483.0,United Kingdom,48.0,119.64,7,2021,Completo
546417,2021-03-13 10:48:00,14800.0,United Kingdom,536.0,629.25,3,2021,Completo
570522,2021-10-11 10:46:00,16029.0,United Kingdom,1164.0,2076.0,10,2021,Completo
539564,2020-12-20 11:45:00,18092.0,United Kingdom,196.0,756.12,12,2020,Completo
567525,2021-09-21 08:56:00,18241.0,United Kingdom,36.0,109.56,9,2021,Completo
558749,2021-07-03 10:28:00,16326.0,United Kingdom,29.0,155.34,7,2021,Completo
555005,2021-05-31 09:38:00,16656.0,United Kingdom,1240.0,1093.44,5,2021,Completo
578925,2021-11-27 12:13:00,17365.0,United Kingdom,359.0,426.37,11,2021,Completo
558663,2021-07-01 10:44:00,,United Kingdom,100.0,0.0,7,2021,Incompleto
539052,2020-12-15 16:26:00,15615.0,United Kingdom,6.0,17.7,12,2020,Completo
568402,2021-09-27 10:34:00,16629.0,United Kingdom,277.0,180.95,9,2021,Completo
543599,2021-02-10 13:08:00,17560.0,United Kingdom,16.0,0.0,2,2021,Completo
564526,2021-08-25 14:50:00,15805.0,United Kingdom,407.0,570.25,8,2021,Completo
550149,2021-04-14 14:37:00,13069.0,United Kingdom,214.0,330.34,4,2021,Completo
566722,2021-09-14 12:51:00,13408.0,United Kingdom,336.0,466.52,9,2021,Completo
566292,2021-09-11 15:35:00,13381.0,United Kingdom,390.0,520.9,9,2021,Completo
559141,2021-07-06 13:56:00,15311.0,United Kingdom,380.0,683.91,7,2021,Completo
565877,2021-09-07 15:13:00,15189.0,United Kingdom,133.0,304.24,9,2021,Completo
555931,2021-06-08 08:31:00,17828.0,Malta,378.0,833.16,6,2021,Completo
C567691,2021-09-21 17:04:00,17567.0,United Kingdom,145.0,309.02,9,2021,Completo
543034,2021-02-02 15:50:00,,United Kingdom,145.0,0.0,2,2021,Incompleto
566429,2021-09-12 14:24:00,17865.0,United Kingdom,12.0,25.2,9,2021,Completo
578365,2021-11-24 10:46:00,15482.0,United Kingdom,794.0,1092.1,11,2021,Completo
571683,2021-10-18 14:07:00,15140.0,United Kingdom,108.0,301.4,10,2021,Completo
546301,2021-03-10 15:21:00,16778.0,United Kingdom,66.0,93.18,3,2021,Completo
580322,2021-12-02 15:48:00,17567.0,United Kingdom,304.0,418.0,12,2021,Completo
538078,2020-12-09 14:25:00,16255.0,United Kingdom,173.0,374.25,12,2020,Completo
580301,2021-12-02 14:11:00,15271.0,United Kingdom,124.0,192.08,12,2021,Completo
570428,2021-10-10 14:02:00,15553.0,United Kingdom,451.0,437.23,10,2021,Completo
539999,2021-01-04 10:16:00,,United Kingdom,145.0,0.0,1,2021,Incompleto
562141,2021-08-03 10:12:00,17389.0,United Kingdom,66.0,441.18,8,2021,Completo
538525,2020-12-13 09:39:00,12540.0,Spain,300.0,881.01,12,2020,Completo
C559705,2021-07-12 09:58:00,15719.0,United Kingdom,145.0,1.65,7,2021,Completo
561399,2021-07-27 10:53:00,15125.0,United Kingdom,543.0,1049.38,7,2021,Completo
C571233,2021-10-14 14:22:00,15856.0,United Kingdom,145.0,122.4,10,2021,Completo
C540385,2021-01-06 17:52:00,14426.0,United Kingdom,145.0,10.95,1,2021,Completo
537142,2020-12-05 12:57:00,12748.0,United Kingdom,16.0,41.45,12,2020,Completo
556789,2021-06-14 13:40:00,15129.0,United Kingdom,3.0,14.85,6,2021,Completo
572553,2021-10-24 17:09:00,,United Kingdom,652.0,2303.2,10,2021,Incompleto
577680,2021-11-21 10:51:00,17227.0,United Kingdom,129.0,219.01,11,2021,Completo
568688,2021-09-28 14:38:00,16458.0,United Kingdom,128.0,157.66,9,2021,Completo
576656,2021-11-16 10:57:00,15687.0,United Kingdom,24.0,30.0,11,2021,Completo
541265,2021-01-16 16:23:00,17609.0,United Kingdom,225.0,430.04,1,2021,Completo
C541653,2021-01-20 11:50:00,,United Kingdom,145.0,1050.15,1,2021,Incompleto
537899,2020-12-09 10:44:00,12755.0,Japan,1488.0,3794.4,12,2020,Completo
574963,2021-11-08 10:27:00,12919.0,United Kingdom,178.0,336.12,11,2021,Completo
539144,2020-12-16 11:36:00,12980.0,United Kingdom,100.0,889.32,12,2020,Completo
C561623,2021-07-28 13:43:00,17677.0,United Kingdom,145.0,22.5,7,2021,Completo
580139,2021-12-02 09:10:00,17157.0,United Kingdom,70.0,157.54,12,2021,Completo
548447,2021-03-31 10:53:00,17315.0,United Kingdom,147.0,205.75,3,2021,Completo
C560242,2021-07-17 12:03:00,14659.0,United Kingdom,145.0,9.95,7,2021,Completo
569670,2021-10-05 13:47:00,14730.0,United Kingdom,217.0,435.41,10,2021,Completo
C564948,2021-08-31 13:29:00,14895.0,United Kingdom,145.0,22.85,8,2021,Completo
563930,2021-08-21 15:43:00,,United Kingdom,6.0,10.02,8,2021,Incompleto
546429,2021-03-13 15:25:00,17611.0,United Kingdom,373.0,371.37,3,2021,Completo
C549666,2021-04-11 12:17:00,13113.0,United Kingdom,145.0,104.13,4,2021,Completo
549343,2021-04-08 11:07:00,,United Kingdom,145.0,0.0,4,2021,Incompleto
561024,2021-07-24 10:35:00,12916.0,United Kingdom,263.0,693.37,7,2021,Completo
577295,2021-11-18 12:46:00,12682.0,France,157.0,374.68,11,2021,Completo
567377,2021-09-20 09:55:00,17450.0,United Kingdom,186.0,957.9,9,2021,Completo
558611,2021-06-30 15:35:00,16475.0,United Kingdom,34.0,57.9,6,2021,Completo
577544,2021-11-20 14:43:00,17758.0,United Kingdom,353.0,673.21,11,2021,Completo
C560100,2021-07-14 17:51:00,16422.0,United Kingdom,145.0,7.88,7,2021,Completo
557662,2021-06-21 17:51:00,13630.0,United Kingdom,4.0,7.7,6,2021,Completo
560876,2021-07-21 15:14:00,12626.0,Germany,522.0,1159.06,7,2021,Completo
547393,2021-03-22 16:35:00,,United Kingdom,15.0,14.25,3,2021,Incompleto
C545450,2021-03-02 16:46:00,16839.0,United Kingdom,145.0,15.9,3,2021,Completo
565738,2021-09-06 12:30:00,14667.0,United Kingdom,277.0,582.8,9,2021,Completo
547004,2021-03-18 14:14:00,17419.0,United Kingdom,117.0,321.75,3,2021,Completo
576893,2021-11-17 08:29:00,12481.0,Germany,153.0,186.8,11,2021,Completo
C550935,2021-04-21 15:15:00,,United Kingdom,145.0,194.97,4,2021,Incompleto
C543837,2021-02-14 10:56:00,14431.0,United Kingdom,145.0,72.6,2,2021,Completo
576783,2021-11-16 13:38:00,13447.0,United Kingdom,235.0,475.13,11,2021,Completo
C564911,2021-08-31 12:32:00,16133.0,United Kingdom,145.0,3.75,8,2021,Completo
577615,2021-11-21 10:22:00,12658.0,Germany,320.0,686.05,11,2021,Completo
579447,2021-11-29 13:46:00,14390.0,United Kingdom,281.0,636.46,11,2021,Completo
558111,2021-06-26 16:06:00,17114.0,United Kingdom,7.0,45.5,6,2021,Completo
C550365,2021-04-18 11:31:00,12731.0,France,145.0,86.0,4,2021,Completo
577480,2021-11-20 11:37:00,14525.0,United Kingdom,539.0,996.62,11,2021,Completo
574942,2021-11-07 17:50:00,15330.0,United Kingdom,568.0,394.56,11,2021,Completo
545695,2021-03-06 14:15:00,17050.0,United Kingdom,352.0,841.37,3,2021,Completo
537799,2020-12-08 13:07:00,15916.0,United Kingdom,55.0,142.95,12,2020,Completo
573323,2021-10-30 10:54:00,15708.0,United Kingdom,230.0,663.81,10,2021,Completo
572105,2021-10-20 17:00:00,15187.0,United Kingdom,24.0,306.0,10,2021,Completo
541609,2021-01-20 10:11:00,15938.0,United Kingdom,32.0,74.9,1,2021,Completo
550325,2021-04-17 13:04:00,15745.0,United Kingdom,127.0,302.85,4,2021,Completo
C567965,2021-09-23 09:23:00,14911.0,EIRE,145.0,4.15,9,2021,Completo
579848,2021-11-30 16:23:00,18179.0,United Kingdom,404.0,220.58,11,2021,Completo
550939,2021-04-21 15:25:00,16146.0,United Kingdom,211.0,385.69,4,2021,Completo
563934,2021-08-21 16:02:00,15313.0,United Kingdom,25.0,52.0,8,2021,Completo
575384,2021-11-09 15:17:00,17690.0,United Kingdom,181.0,504.53,11,2021,Completo
566765,2021-09-14 17:50:00,,United Kingdom,145.0,0.0,9,2021,Incompleto
540509,2021-01-09 11:27:00,14800.0,United Kingdom,412.0,537.99,1,2021,Completo
553731,2021-05-19 08:26:00,12481.0,Germany,429.0,738.96,5,2021,Completo
538518,2020-12-12 16:14:00,14505.0,United Kingdom,511.0,1050.35,12,2020,Completo
C554873,2021-05-27 11:00:00,13988.0,United Kingdom,145.0,6.65,5,2021,Completo
580983,2021-12-06 16:26:00,,United Kingdom,1651.0,6114.03,12,2021,Incompleto
C564213,2021-08-24 09:15:00,15301.0,United Kingdom,145.0,7.33,8,2021,Completo
562711,2021-08-08 14:53:00,16788.0,United Kingdom,124.0,300.31,8,2021,Completo
573505,2021-10-31 12:09:00,,United Kingdom,145.0,0.0,10,2021,Incompleto
549124,2021-04-06 14:03:00,16672.0,United Kingdom,150.0,480.9,4,2021,Completo
553505,2021-05-17 13:27:00,12949.0,United Kingdom,350.0,677.8,5,2021,Completo
